[20Feb2025 15:30:41.754] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 40.2.21, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914, nogui]
[20Feb2025 15:30:41.770] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 17.0.14 by Ubuntu
[20Feb2025 15:30:42.527] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/XD/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2314!/ Service=ModLauncher Env=SERVER
[20Feb2025 15:30:43.747] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/XD/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.18.2-40.2.21/fmlcore-1.18.2-40.2.21.jar is missing mods.toml file
[20Feb2025 15:30:43.759] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/XD/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.18.2-40.2.21/javafmllanguage-1.18.2-40.2.21.jar is missing mods.toml file
[20Feb2025 15:30:43.762] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/XD/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.18.2-40.2.21/lowcodelanguage-1.18.2-40.2.21.jar is missing mods.toml file
[20Feb2025 15:30:43.781] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/XD/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.18.2-40.2.21/mclanguage-1.18.2-40.2.21.jar is missing mods.toml file
[20Feb2025 15:30:44.084] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[20Feb2025 15:30:49.865] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[20Feb2025 15:30:50.268] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [tictim.paraglider.MixinConnector]
[20Feb2025 15:30:50.276] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[20Feb2025 15:31:16.139] [modloading-worker-0/INFO] [Dungeon Crawl/]: Here we go! Launching Dungeon Crawl 2.3.14...
[20Feb2025 15:31:17.640] [modloading-worker-0/INFO] [be.florens.expandability.ExpandAbility/]: ExpandAbility here, who dis?
[20Feb2025 15:31:35.841] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_black_helmet Expected: 1615 Got: 1653
[20Feb2025 15:31:35.842] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_black_chestplate Expected: 1616 Got: 1654
[20Feb2025 15:31:35.842] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_black_leggings Expected: 1617 Got: 1655
[20Feb2025 15:31:35.842] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_black_boots Expected: 1618 Got: 1656
[20Feb2025 15:31:35.848] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sea_serpent_scales_blue Expected: 1619 Got: 1657
[20Feb2025 15:31:35.849] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_blue_helmet Expected: 1620 Got: 1658
[20Feb2025 15:31:35.849] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_blue_chestplate Expected: 1621 Got: 1659
[20Feb2025 15:31:35.849] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_blue_leggings Expected: 1622 Got: 1660
[20Feb2025 15:31:35.850] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_blue_boots Expected: 1623 Got: 1661
[20Feb2025 15:31:35.850] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sea_serpent_scales_bronze Expected: 1624 Got: 1662
[20Feb2025 15:31:35.851] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_bronze_helmet Expected: 1625 Got: 1663
[20Feb2025 15:31:35.851] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_bronze_chestplate Expected: 1626 Got: 1664
[20Feb2025 15:31:35.851] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_bronze_leggings Expected: 1627 Got: 1665
[20Feb2025 15:31:35.852] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_bronze_boots Expected: 1628 Got: 1666
[20Feb2025 15:31:35.853] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sea_serpent_scales_deepblue Expected: 1629 Got: 1667
[20Feb2025 15:31:35.853] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_deepblue_helmet Expected: 1630 Got: 1668
[20Feb2025 15:31:35.856] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_deepblue_chestplate Expected: 1631 Got: 1669
[20Feb2025 15:31:35.857] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_deepblue_leggings Expected: 1632 Got: 1670
[20Feb2025 15:31:35.858] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_deepblue_boots Expected: 1633 Got: 1671
[20Feb2025 15:31:35.858] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sea_serpent_scales_green Expected: 1634 Got: 1672
[20Feb2025 15:31:35.859] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_green_helmet Expected: 1635 Got: 1673
[20Feb2025 15:31:35.859] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_green_chestplate Expected: 1636 Got: 1674
[20Feb2025 15:31:35.860] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_green_leggings Expected: 1637 Got: 1675
[20Feb2025 15:31:35.860] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_green_boots Expected: 1638 Got: 1676
[20Feb2025 15:31:35.861] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sea_serpent_scales_purple Expected: 1639 Got: 1677
[20Feb2025 15:31:35.861] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_purple_helmet Expected: 1640 Got: 1678
[20Feb2025 15:31:35.862] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_purple_chestplate Expected: 1641 Got: 1679
[20Feb2025 15:31:35.862] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_purple_leggings Expected: 1642 Got: 1680
[20Feb2025 15:31:35.862] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_purple_boots Expected: 1643 Got: 1681
[20Feb2025 15:31:35.863] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sea_serpent_scales_red Expected: 1644 Got: 1682
[20Feb2025 15:31:35.864] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_red_helmet Expected: 1645 Got: 1683
[20Feb2025 15:31:35.864] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_red_chestplate Expected: 1646 Got: 1684
[20Feb2025 15:31:35.865] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_red_leggings Expected: 1647 Got: 1685
[20Feb2025 15:31:35.867] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_red_boots Expected: 1648 Got: 1686
[20Feb2025 15:31:35.867] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sea_serpent_scales_teal Expected: 1649 Got: 1687
[20Feb2025 15:31:35.868] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_teal_helmet Expected: 1650 Got: 1688
[20Feb2025 15:31:35.869] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_teal_chestplate Expected: 1651 Got: 1689
[20Feb2025 15:31:35.870] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_teal_leggings Expected: 1652 Got: 1690
[20Feb2025 15:31:35.870] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_teal_boots Expected: 1653 Got: 1691
[20Feb2025 15:31:35.872] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hippogryph_skull Expected: 1654 Got: 1692
[20Feb2025 15:31:35.873] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:cyclops_skull Expected: 1655 Got: 1693
[20Feb2025 15:31:35.873] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:cockatrice_skull Expected: 1656 Got: 1694
[20Feb2025 15:31:35.873] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:stymphalian_skull Expected: 1657 Got: 1695
[20Feb2025 15:31:35.873] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_skull Expected: 1658 Got: 1696
[20Feb2025 15:31:35.874] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:amphithere_skull Expected: 1659 Got: 1697
[20Feb2025 15:31:35.874] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:seaserpent_skull Expected: 1660 Got: 1698
[20Feb2025 15:31:35.878] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hydra_skull Expected: 1661 Got: 1699
[20Feb2025 15:31:35.878] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_weapon_axe Expected: 1662 Got: 1700
[20Feb2025 15:31:35.879] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_weapon_column Expected: 1663 Got: 1701
[20Feb2025 15:31:35.879] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_weapon_column_forest Expected: 1664 Got: 1702
[20Feb2025 15:31:35.879] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_weapon_column_frost Expected: 1665 Got: 1703
[20Feb2025 15:31:35.880] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_weapon_hammer Expected: 1666 Got: 1704
[20Feb2025 15:31:35.880] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_weapon_trunk Expected: 1667 Got: 1705
[20Feb2025 15:31:35.880] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_weapon_trunk_frost Expected: 1668 Got: 1706
[20Feb2025 15:31:35.880] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_leather_forest Expected: 1669 Got: 1707
[20Feb2025 15:31:35.881] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:forest_troll_leather_helmet Expected: 1670 Got: 1708
[20Feb2025 15:31:35.881] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:forest_troll_leather_chestplate Expected: 1671 Got: 1709
[20Feb2025 15:31:35.881] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:forest_troll_leather_leggings Expected: 1672 Got: 1710
[20Feb2025 15:31:35.882] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:forest_troll_leather_boots Expected: 1673 Got: 1711
[20Feb2025 15:31:35.884] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_leather_frost Expected: 1674 Got: 1712
[20Feb2025 15:31:35.884] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frost_troll_leather_helmet Expected: 1675 Got: 1713
[20Feb2025 15:32:07.357] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frost_troll_leather_chestplate Expected: 1676 Got: 1714
[20Feb2025 15:32:07.358] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frost_troll_leather_leggings Expected: 1677 Got: 1715
[20Feb2025 15:32:07.358] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frost_troll_leather_boots Expected: 1678 Got: 1716
[20Feb2025 15:32:07.361] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_leather_mountain Expected: 1679 Got: 1717
[20Feb2025 15:32:07.362] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:mountain_troll_leather_helmet Expected: 1680 Got: 1718
[20Feb2025 15:32:07.365] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:mountain_troll_leather_chestplate Expected: 1681 Got: 1719
[20Feb2025 15:32:07.365] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:mountain_troll_leather_leggings Expected: 1682 Got: 1720
[20Feb2025 15:32:07.365] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:mountain_troll_leather_boots Expected: 1683 Got: 1721
[20Feb2025 15:32:07.366] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:lectern Expected: 1684 Got: 1722
[20Feb2025 15:32:07.367] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:podium_oak Expected: 1685 Got: 1723
[20Feb2025 15:32:07.367] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:podium_birch Expected: 1686 Got: 1724
[20Feb2025 15:32:07.368] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:podium_spruce Expected: 1687 Got: 1725
[20Feb2025 15:32:07.368] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:podium_jungle Expected: 1688 Got: 1726
[20Feb2025 15:32:07.369] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:podium_dark_oak Expected: 1689 Got: 1727
[20Feb2025 15:32:07.369] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:podium_acacia Expected: 1690 Got: 1728
[20Feb2025 15:32:07.374] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:fire_lily Expected: 1691 Got: 1729
[20Feb2025 15:32:07.374] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frost_lily Expected: 1692 Got: 1730
[20Feb2025 15:32:07.374] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:lightning_lily Expected: 1693 Got: 1731
[20Feb2025 15:32:07.374] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:gold_pile Expected: 1694 Got: 1732
[20Feb2025 15:32:07.375] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:silver_pile Expected: 1695 Got: 1733
[20Feb2025 15:32:07.375] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:copper_pile Expected: 1696 Got: 1734
[20Feb2025 15:32:07.375] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:silver_ore Expected: 1697 Got: 1735
[20Feb2025 15:32:07.375] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sapphire_ore Expected: 1698 Got: 1736
[20Feb2025 15:32:07.375] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:copper_ore Expected: 1699 Got: 1737
[20Feb2025 15:32:07.375] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:amythest_ore Expected: 1700 Got: 1738
[20Feb2025 15:32:07.376] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:silver_block Expected: 1701 Got: 1739
[20Feb2025 15:32:07.376] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sapphire_block Expected: 1702 Got: 1740
[20Feb2025 15:32:07.376] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:copper_block Expected: 1703 Got: 1741
[20Feb2025 15:32:07.381] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:amythest_block Expected: 1704 Got: 1742
[20Feb2025 15:32:07.382] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:chared_dirt Expected: 1705 Got: 1743
[20Feb2025 15:32:07.383] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:chared_grass Expected: 1706 Got: 1744
[20Feb2025 15:32:07.383] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:chared_stone Expected: 1707 Got: 1745
[20Feb2025 15:32:07.384] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:chared_cobblestone Expected: 1708 Got: 1746
[20Feb2025 15:32:07.385] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:chared_gravel Expected: 1709 Got: 1747
[20Feb2025 15:32:07.386] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:chared_dirt_path Expected: 1710 Got: 1748
[20Feb2025 15:32:07.386] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:ash Expected: 1711 Got: 1749
[20Feb2025 15:32:07.387] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frozen_dirt Expected: 1712 Got: 1750
[20Feb2025 15:32:07.387] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frozen_grass Expected: 1713 Got: 1751
[20Feb2025 15:32:07.388] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frozen_stone Expected: 1714 Got: 1752
[20Feb2025 15:32:07.388] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frozen_cobblestone Expected: 1715 Got: 1753
[20Feb2025 15:32:07.389] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frozen_gravel Expected: 1716 Got: 1754
[20Feb2025 15:32:07.389] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frozen_dirt_path Expected: 1717 Got: 1755
[20Feb2025 15:32:07.390] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:frozen_splinters Expected: 1718 Got: 1756
[20Feb2025 15:32:07.390] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragon_ice Expected: 1719 Got: 1757
[20Feb2025 15:32:07.391] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragon_ice_spikes Expected: 1720 Got: 1758
[20Feb2025 15:32:07.391] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:crackled_dirt Expected: 1721 Got: 1759
[20Feb2025 15:32:07.392] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:crackled_grass Expected: 1722 Got: 1760
[20Feb2025 15:32:07.392] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:crackled_stone Expected: 1723 Got: 1761
[20Feb2025 15:32:07.393] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:crackled_cobblestone Expected: 1724 Got: 1762
[20Feb2025 15:32:07.393] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:crackled_gravel Expected: 1725 Got: 1763
[20Feb2025 15:32:07.394] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:crackled_dirt_path Expected: 1726 Got: 1764
[20Feb2025 15:32:07.394] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:nest Expected: 1727 Got: 1765
[20Feb2025 15:32:07.395] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonscale_red Expected: 1728 Got: 1766
[20Feb2025 15:32:07.395] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonscale_green Expected: 1729 Got: 1767
[20Feb2025 15:32:07.396] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonscale_bronze Expected: 1730 Got: 1768
